date,sales,promotion,holiday,product_category,year,month,day,dayofweek,is_weekend,lag_1,lag_7,lag_30,rolling_mean_7,rolling_std_7,product_category_encoded,predicted_sales
2021-01-10,289.59,1,0,Grocery,2021,1,10,6,1,331.52,321.45,270.22,313.16285714285715,31.89783676797192,2,315.98956
2021-01-11,323.67,0,0,Grocery,2021,1,11,0,0,289.59,311.1,249.96,308.6114285714285,32.77912518080728,2,312.90848
2021-01-12,291.37,0,0,Grocery,2021,1,12,1,0,323.67,325.17,273.53,310.40714285714284,33.27867621279697,2,313.42712
2021-01-13,300.99,1,0,Electronics,2021,1,13,2,0,291.37,248.32,313.11,305.5785714285715,33.23172902943356,1,313.58032
2021-01-14,352.76,0,0,Grocery,2021,1,14,3,0,300.99,349.05,301.12,313.1028571428572,22.25718514269451,2,323.6494
2021-01-15,311.69,1,0,Electronics,2021,1,15,4,0,352.76,305.53,278.15,313.6328571428571,23.276666939437767,1,312.71954
2021-01-16,320.86,0,0,Grocery,2021,1,16,5,1,311.69,331.52,279.16,314.5128571428572,23.03445586817387,2,315.87698
2021-01-17,334.92,0,0,Electronics,2021,1,17,6,1,320.86,289.59,280.73,312.99000000000007,22.05420065807549,1,316.06747
2021-01-18,328.44,0,0,Electronics,2021,1,18,0,0,334.92,323.67,329.73,319.46571428571434,20.64843566079749,1,323.4322
2021-01-19,322.53,0,0,Grocery,2021,1,19,1,0,328.44,291.37,296.86,320.1471428571428,20.88763088072754,2,321.1605
2021-01-20,327.82,0,0,Grocery,2021,1,20,2,0,322.53,300.99,298.85,324.59857142857146,16.616288623487858,2,322.9352
2021-01-21,369.58,0,0,Grocery,2021,1,21,3,0,327.82,352.76,311.89,328.43142857142857,12.95365897931508,2,334.5169
2021-01-22,321.34,0,0,Grocery,2021,1,22,4,0,369.58,311.69,297.09,330.8342857142857,18.56382311301851,2,328.25494
2021-01-23,327.49,0,0,Clothing,2021,1,23,5,1,321.34,320.86,288.18,332.2128571428571,17.214469412179703,0,335.8253
2021-01-24,345.46,1,0,Grocery,2021,1,24,6,1,327.49,334.92,290.47,333.16,16.659162644023095,2,335.27887
2021-01-25,347.52,1,0,Grocery,2021,1,25,0,0,345.46,328.44,294.0,334.6657142857143,17.308419778769853,2,334.81458
2021-01-26,350.11,0,0,Grocery,2021,1,26,1,0,347.52,322.53,295.73,337.39142857142855,17.663308890250434,2,334.81458
2021-01-27,340.1,0,0,Electronics,2021,1,27,2,0,350.11,327.82,312.07,341.33142857142855,16.8532375016119,1,342.88095
2021-01-28,305.42,0,0,Grocery,2021,1,28,3,0,340.1,369.58,299.6,343.08571428571435,15.819843927952864,2,342.73553
2021-01-29,361.89,0,0,Electronics,2021,1,29,4,0,305.42,321.34,314.26,333.92,16.483786983983663,1,336.0007
2021-01-30,307.23,1,1,Electronics,2021,1,30,5,1,361.89,327.49,299.03,339.7128571428571,18.346005663619135,1,331.40402
2021-01-31,337.13,1,0,Electronics,2021,1,31,6,1,307.23,345.46,302.62,336.81857142857143,21.857703011807978,1,337.11966
2021-02-01,316.91,0,0,Electronics,2021,2,1,0,0,337.13,347.52,262.12,335.62857142857143,21.533172415734093,1,331.44495
2021-02-02,331.63,0,0,Clothing,2021,2,2,1,0,316.91,350.11,321.45,331.2557142857143,21.82197199853337,0,338.41376
2021-02-03,340.39,0,0,Grocery,2021,2,3,2,0,331.63,340.1,311.1,328.61571428571426,20.219872944822672,2,333.02893
2021-02-04,341.14,1,0,Electronics,2021,2,4,3,0,340.39,305.42,325.17,328.65714285714284,20.247602915148597,1,333.02893
2021-02-05,344.04,0,0,Grocery,2021,2,5,4,0,341.14,361.89,248.32,333.76000000000005,17.76408079993677,2,329.96512
2021-02-06,368.75,0,1,Electronics,2021,2,6,5,1,344.04,307.23,349.05,331.21000000000004,13.917850648238746,1,337.8479
2021-02-07,346.42,0,0,Clothing,2021,2,7,6,1,368.75,337.13,305.53,339.99857142857144,15.576572610357378,0,337.9238
2021-02-08,333.32,0,0,Electronics,2021,2,8,0,0,346.42,316.91,331.52,341.3257142857143,15.686802156742608,1,340.89005
2021-02-09,358.34,0,0,Grocery,2021,2,9,1,0,333.32,331.63,289.59,343.67,12.287861218835372,2,345.36603
2021-02-10,363.69,1,0,Grocery,2021,2,10,2,0,358.34,340.39,323.67,347.4857142857143,12.071169312517192,2,349.58215
2021-02-11,316.18,0,0,Clothing,2021,2,11,3,0,363.69,341.14,291.37,350.81428571428575,12.96760560929142,0,346.64752
2021-02-12,353.51,0,1,Grocery,2021,2,12,4,0,316.18,344.04,300.99,347.2485714285714,18.37523009250248,2,349.74393
2021-02-13,356.39,0,0,Grocery,2021,2,13,5,1,353.51,368.75,352.76,348.6014285714286,18.44809604319851,2,350.49048
2021-02-14,337.22,0,0,Electronics,2021,2,14,6,1,356.39,346.42,311.69,346.8357142857143,16.707613890223495,1,348.23633
2021-02-15,371.48,0,0,Grocery,2021,2,15,0,0,337.22,333.32,320.86,345.52142857142854,17.10294265964408,2,348.0048
2021-02-16,341.75,0,0,Electronics,2021,2,16,1,0,371.48,358.34,334.92,350.97285714285715,18.583191073554143,1,357.60025
2021-02-17,348.03,0,0,Clothing,2021,2,17,2,0,341.75,363.69,328.44,348.6028571428571,18.54489122308944,0,350.45438
2021-02-18,342.82,0,0,Grocery,2021,2,18,3,0,348.03,316.18,322.53,346.36571428571426,17.326042880726934,2,348.0048
2021-02-19,347.34,0,0,Electronics,2021,2,19,4,0,342.82,353.51,327.82,350.1714285714285,11.55538175998868,1,354.76187
2021-02-20,325.84,0,0,Grocery,2021,2,20,5,1,347.34,356.39,369.58,349.29,11.493430007328694,2,348.97897
2021-02-21,319.69,1,0,Electronics,2021,2,21,6,1,325.84,337.22,321.34,344.92571428571426,13.896985113258175,1,347.5792
2021-02-22,381.1,0,0,Clothing,2021,2,22,0,0,319.69,371.48,327.49,342.42142857142863,16.79444494326625,0,344.88052
2021-02-23,332.97,0,0,Electronics,2021,2,23,1,0,381.1,341.75,345.46,343.79571428571427,19.709265889545065,1,353.14722
2021-02-24,330.78,0,0,Grocery,2021,2,24,2,0,332.97,348.03,347.52,342.5414285714286,20.13591106172589,2,348.35416
2021-02-25,308.22,0,0,Electronics,2021,2,25,3,0,330.78,342.82,350.11,340.07714285714286,20.405993167275003,1,336.75955
2021-02-26,339.17,0,0,Grocery,2021,2,26,4,0,308.22,347.34,340.1,335.13428571428574,23.57526518560157,2,337.88452
2021-02-27,326.14,0,0,Clothing,2021,2,27,5,1,339.17,325.84,305.42,333.96714285714285,23.067042661400365,0,337.5165
2021-02-28,386.09,0,0,Electronics,2021,2,28,6,1,326.14,319.69,361.89,334.00999999999993,23.049698479589864,1,339.29492
2021-03-01,374.08,0,0,Grocery,2021,3,1,0,0,386.09,381.1,307.23,343.4957142857143,29.05495990770107,2,359.12976
2021-03-02,340.73,0,0,Grocery,2021,3,2,1,0,374.08,332.97,337.13,342.49285714285713,27.626739290215617,2,348.2281
2021-03-03,400.15,1,0,Grocery,2021,3,3,2,0,340.73,330.78,316.91,343.6014285714286,27.33508333538426,2,350.8126
2021-03-04,375.33,1,0,Electronics,2021,3,4,3,0,400.15,308.22,331.63,353.5114285714285,33.73706143524878,1,362.07306
2021-03-05,349.77,0,0,Electronics,2021,3,5,4,0,375.33,339.17,340.39,363.09857142857146,27.72026721165883,1,364.32153
2021-03-06,306.85,0,0,Electronics,2021,3,6,5,1,349.77,326.14,341.14,364.61285714285714,26.45594496156922,1,363.76242
2021-03-07,403.21,1,0,Clothing,2021,3,7,6,1,306.85,386.09,344.04,361.8571428571428,31.629973503143727,0,379.64938
2021-03-08,330.14,1,0,Grocery,2021,3,8,0,0,403.21,374.08,368.75,364.30285714285714,34.36007407553489,2,374.34402
2021-03-09,325.55,0,0,Grocery,2021,3,9,1,0,330.14,340.73,346.42,358.02571428571434,36.23851259693394,2,368.69815
2021-03-10,379.42,0,0,Clothing,2021,3,10,2,0,325.55,400.15,333.32,355.85714285714283,37.86376927630904,0,368.74503
2021-03-11,408.26,0,0,Clothing,2021,3,11,3,0,379.42,375.33,358.34,352.8957142857143,34.48176032684718,0,371.41718
2021-03-12,387.63,0,0,Electronics,2021,3,12,4,0,408.26,349.77,363.69,357.6,39.87678021104568,1,374.117
2021-03-13,371.69,0,0,Electronics,2021,3,13,5,1,387.63,306.85,316.18,363.0085714285714,41.1838744448087,1,369.96475
2021-03-14,372.77,0,0,Electronics,2021,3,14,6,1,371.69,403.21,353.51,372.2714285714286,32.90807268162504,1,373.89697
2021-03-15,378.38,0,0,Electronics,2021,3,15,0,0,372.77,330.14,356.39,367.92285714285714,30.023130923943494,1,371.93384
2021-03-16,376.92,0,0,Electronics,2021,3,16,1,0,378.38,325.55,337.22,374.8142857142857,25.0256380918616,1,365.57135
2021-03-17,367.78,0,0,Electronics,2021,3,17,2,0,376.92,379.42,371.48,382.1528571428572,12.637095808621313,1,373.06073
2021-03-18,364.64,0,0,Clothing,2021,3,18,3,0,367.78,408.26,341.75,380.49,13.771540702964746,0,371.80923
2021-03-19,361.69,0,0,Clothing,2021,3,19,4,0,364.64,387.63,348.03,374.2585714285715,7.595686119049375,0,367.0881
2021-03-20,348.23,0,0,Clothing,2021,3,20,5,1,361.69,371.69,342.82,370.55285714285714,6.180808238107395,0,359.19034
2021-03-21,358.05,0,0,Grocery,2021,3,21,6,1,348.23,372.77,347.34,367.20142857142855,10.38915047629536,2,362.00278
2021-03-22,330.15,1,0,Grocery,2021,3,22,0,0,358.05,378.38,325.84,365.09857142857146,10.562451465092668,2,363.01675
2021-03-23,362.37,0,0,Electronics,2021,3,23,1,0,330.15,376.92,319.69,358.2085714285714,15.177252088320474,1,364.8739
2021-03-24,344.88,0,0,Clothing,2021,3,24,2,0,362.37,367.78,381.1,356.13,13.032335426419577,0,359.26825
2021-03-25,342.88,0,0,Grocery,2021,3,25,3,0,344.88,364.64,332.97,352.85857142857145,12.48315455400144,2,356.38297
2021-03-26,368.83,0,0,Grocery,2021,3,26,4,0,342.88,361.69,330.78,349.75,11.748065088914345,2,355.84387
2021-03-27,393.34,1,0,Clothing,2021,3,27,5,1,368.83,348.23,308.22,350.77000000000004,13.180175770200089,0,357.87292
2021-03-28,384.12,0,1,Grocery,2021,3,28,6,1,393.34,358.05,339.17,357.2142857142857,20.64523258700356,2,368.10287
2021-03-29,334.58,0,0,Grocery,2021,3,29,0,0,384.12,330.15,326.14,360.9385714285714,23.03432469784528,2,364.47052
2021-03-30,346.42,0,0,Clothing,2021,3,30,1,0,334.58,362.37,386.09,361.57142857142856,22.08889345996684,0,364.70267
2021-03-31,385.24,0,0,Grocery,2021,3,31,2,0,346.42,344.88,374.08,359.29285714285714,22.803874461947,2,363.64722
2021-04-01,346.97,1,0,Clothing,2021,4,1,3,0,385.24,342.88,340.73,365.0585714285714,23.639372826263905,0,364.39966
2021-04-02,362.31,1,0,Grocery,2021,4,2,4,0,346.97,368.83,400.15,365.6428571428572,23.042849009535427,2,365.85904
2021-04-03,377.97,0,0,Clothing,2021,4,3,5,1,362.31,393.34,375.33,364.7114285714286,23.024314994206385,0,369.02448
2021-04-04,347.75,0,0,Grocery,2021,4,4,6,1,377.97,384.12,349.77,362.5157142857143,20.42531505847948,2,365.88867
2021-04-05,369.36,1,0,Grocery,2021,4,5,0,0,347.75,334.58,306.85,357.32,18.553858538501174,2,360.30426
2021-04-06,340.69,1,0,Clothing,2021,4,6,1,0,369.36,346.42,403.21,362.2885714285714,15.919176516152897,0,364.56418
2021-04-07,355.45,0,0,Grocery,2021,4,7,2,0,340.69,385.24,330.14,361.4700000000001,16.982919851036176,2,361.12872
2021-04-08,373.96,0,0,Clothing,2021,4,8,3,0,355.45,346.97,325.55,357.2142857142857,13.385110953523736,0,361.88116
2021-04-09,335.79,0,0,Clothing,2021,4,9,4,0,373.96,362.31,379.42,361.07,13.822535946780947,0,362.34503
2021-04-10,376.52,1,0,Grocery,2021,4,10,5,1,335.79,377.97,408.26,357.28142857142853,16.750337736468484,2,364.3118
2021-04-11,367.36,0,0,Electronics,2021,4,11,6,1,376.52,347.75,387.63,357.07428571428574,16.45827133201238,1,362.65698
2021-04-12,378.84,0,0,Grocery,2021,4,12,0,0,367.36,369.36,371.69,359.8757142857143,16.27454951465051,2,364.30118
2021-04-13,372.28,0,1,Electronics,2021,4,13,1,0,378.84,340.69,372.77,361.23,17.540522607191164,1,362.70154
2021-04-14,395.09,0,0,Electronics,2021,4,14,2,0,372.28,355.45,378.38,365.74285714285713,15.295257123574215,1,367.20483
2021-04-15,370.3,0,0,Grocery,2021,4,15,3,0,395.09,373.96,376.92,371.4057142857143,17.955990511196,2,365.76523
2021-04-16,359.19,0,0,Electronics,2021,4,16,4,0,370.3,335.79,367.78,370.8828571428571,17.92247259196087,1,363.1102
2021-04-17,370.18,0,0,Clothing,2021,4,17,5,1,359.19,376.52,364.64,374.2257142857143,11.212207420404104,0,366.36594
2021-04-18,378.55,0,0,Clothing,2021,4,18,6,1,370.18,367.36,361.69,373.32,11.251987972505203,0,365.47604
2021-04-19,368.59,0,0,Electronics,2021,4,19,0,0,378.55,378.84,348.23,374.9185714285714,11.057325518366468,1,366.06488
2021-04-20,368.34,0,0,Clothing,2021,4,20,1,0,368.59,372.28,358.05,373.4542857142857,11.129921918182111,0,364.8375
2021-04-21,353.39,0,0,Grocery,2021,4,21,2,0,368.34,395.09,330.15,372.89142857142855,11.297568217059617,2,362.82404
2021-04-22,354.07,1,0,Clothing,2021,4,22,3,0,353.39,370.3,362.37,366.9342857142857,8.215093542061583,0,363.1037
2021-04-23,339.15,0,0,Electronics,2021,4,23,4,0,354.07,359.19,344.88,364.6157142857143,9.322535165115696,1,363.99957
2021-04-24,402.05,0,0,Grocery,2021,4,24,5,1,339.15,370.18,342.88,361.7528571428571,13.435962580933438,2,366.3643
2021-04-25,342.03,0,0,Clothing,2021,4,25,6,1,402.05,378.55,368.83,366.3057142857143,20.37520540358193,0,367.9485
2021-04-26,352.89,0,0,Grocery,2021,4,26,0,0,342.03,368.59,393.34,361.0885714285714,21.368792220255067,2,362.95227
2021-04-27,352.2,0,0,Electronics,2021,4,27,1,0,352.89,368.34,384.12,358.8457142857142,21.273943261765364,1,363.6278
2021-04-28,384.27,0,0,Clothing,2021,4,28,2,0,352.2,353.39,334.58,356.54,20.945539700217346,0,364.79257
2021-04-29,360.27,0,0,Grocery,2021,4,29,3,0,384.27,354.07,346.42,360.95142857142855,23.291984621734144,2,366.43896
2021-04-30,390.91,0,0,Grocery,2021,4,30,4,0,360.27,339.15,385.24,361.8371428571429,23.10381693882875,2,366.81857
2021-05-01,352.25,0,0,Clothing,2021,5,1,5,1,390.91,402.05,346.97,369.2314285714286,22.914749564835077,0,366.97684
2021-05-02,371.06,0,0,Grocery,2021,5,2,6,1,352.25,342.03,362.31,362.1171428571428,18.29177111370694,2,359.9797
2021-05-03,348.51,0,0,Grocery,2021,5,3,0,0,371.06,352.89,377.97,366.2642857142857,16.143229599581968,2,363.60687
2021-05-04,407.85,0,0,Electronics,2021,5,4,1,0,348.51,352.2,347.75,365.6385714285715,16.81876771999377,1,361.8641
2021-05-05,340.92,0,0,Electronics,2021,5,5,2,0,407.85,384.27,369.36,373.5885714285714,21.817491781117116,1,363.77542
2021-05-06,370.57,0,0,Electronics,2021,5,6,3,0,340.92,360.27,340.69,367.3957142857143,24.29231693159013,1,363.62024
2021-05-07,376.74,1,0,Electronics,2021,5,7,4,0,370.57,390.91,355.45,368.8671428571428,24.09994655200679,1,365.12256
2021-05-08,372.02,1,0,Electronics,2021,5,8,5,1,376.74,352.25,373.96,366.8428571428572,22.48056472769865,1,364.44553
2021-05-09,359.71,0,0,Electronics,2021,5,9,6,1,372.02,371.06,335.79,369.6671428571429,21.56490181930471,1,363.44467
2021-05-10,360.48,0,0,Clothing,2021,5,10,0,0,359.71,348.51,376.52,368.0457142857143,21.867294343489803,0,364.28885
2021-05-11,363.6,0,0,Electronics,2021,5,11,1,0,360.48,407.85,367.36,369.7557142857143,20.51096686908793,1,363.6095
2021-05-12,359.41,0,0,Grocery,2021,5,12,2,0,363.6,340.92,378.84,363.4342857142857,11.769972893121512,2,363.08618
2021-05-13,381.25,0,0,Clothing,2021,5,13,3,0,359.41,370.57,372.28,366.07571428571424,6.972031882563729,0,361.1016
2021-05-14,405.8,1,0,Grocery,2021,5,14,4,0,381.25,376.74,395.09,367.6014285714286,8.99463808531354,2,369.19925
2021-05-15,350.04,0,0,Electronics,2021,5,15,5,1,405.8,372.02,370.3,371.7528571428571,17.0313335887002,1,363.94913
2021-05-16,333.38,1,0,Electronics,2021,5,16,6,1,350.04,359.71,359.19,368.61285714285714,18.89778445064174,1,362.20636
2021-05-17,358.59,0,0,Grocery,2021,5,17,0,0,333.38,360.48,370.18,364.8514285714286,23.114975253121848,2,363.45544
2021-05-18,411.52,0,0,Grocery,2021,5,18,1,0,358.59,363.6,378.55,364.5814285714286,23.185477802979072,2,366.84814
2021-05-19,343.41,0,0,Grocery,2021,5,19,2,0,411.52,359.41,368.59,371.4271428571429,29.15366741611742,2,369.36618
2021-05-20,391.82,0,0,Clothing,2021,5,20,3,0,343.41,381.25,368.34,369.14142857142855,30.831788481248388,0,373.9235
2021-05-21,392.13,0,0,Electronics,2021,5,21,4,0,391.82,405.8,353.39,370.6514285714285,31.768261115235376,1,370.4111
2021-05-22,347.03,0,0,Grocery,2021,5,22,5,1,392.13,350.04,354.07,368.6985714285714,29.59320272662468,2,371.05322
2021-05-23,369.0,0,0,Electronics,2021,5,23,6,1,347.03,333.38,339.15,368.2685714285714,29.929462312005757,1,366.843
2021-05-24,389.7,1,0,Grocery,2021,5,24,0,0,369.0,358.59,402.05,373.3571428571428,25.74459148008092,2,367.72662
2021-05-25,349.05,0,0,Electronics,2021,5,25,1,0,389.7,411.52,342.03,377.8014285714285,25.4540850870566,1,365.81702
2021-05-26,352.05,1,0,Clothing,2021,5,26,2,0,349.05,343.41,352.89,368.8771428571428,22.433847726361662,0,360.49765
2021-05-27,343.98,1,1,Electronics,2021,5,27,3,0,352.05,391.82,352.2,370.1114285714285,20.99038782282122,1,362.05997
2021-05-28,334.79,0,0,Grocery,2021,5,28,4,0,343.98,392.13,384.27,363.2771428571428,20.527280802456723,2,363.48657
2021-05-29,341.56,0,0,Electronics,2021,5,29,5,1,334.79,347.03,360.27,355.08571428571435,18.42800844470545,1,353.01758
2021-05-30,329.53,0,0,Clothing,2021,5,30,6,1,341.56,369.0,390.91,354.3042857142857,18.935526449106213,0,352.68353
2021-05-31,354.14,1,0,Clothing,2021,5,31,0,0,329.53,389.7,352.25,348.6657142857143,19.691672399895182,0,349.91544
2021-06-01,337.5,0,0,Electronics,2021,6,1,1,0,354.14,349.05,371.06,343.58571428571435,9.056141299588925,1,347.40704
2021-06-02,357.01,0,0,Grocery,2021,6,2,2,0,337.5,352.05,348.51,341.9357142857143,8.946155332773836,2,340.403
2021-06-03,320.65,0,0,Clothing,2021,6,3,3,0,357.01,343.98,407.85,342.64428571428573,10.013515628295522,0,340.03345
2021-06-04,357.8,0,0,Clothing,2021,6,4,4,0,320.65,334.79,340.92,339.31142857142856,12.947534422393568,0,330.90884
2021-06-05,367.27,0,0,Electronics,2021,6,5,5,1,357.8,341.56,370.57,342.59857142857146,14.442868399977591,1,341.86707
2021-06-06,310.13,0,0,Clothing,2021,6,6,6,1,367.27,329.53,376.74,346.2714285714286,17.150074274447817,0,344.49832
2021-06-07,356.89,0,0,Clothing,2021,6,7,0,0,310.13,354.14,372.02,343.5,21.35771523361113,0,346.18384
2021-06-08,373.36,1,0,Grocery,2021,6,8,1,0,356.89,337.5,359.71,343.8928571428572,21.60985169954241,2,345.47702
2021-06-09,324.0,0,0,Grocery,2021,6,9,2,0,373.36,357.01,360.48,349.0157142857143,23.964043799787383,2,348.1592
2021-06-10,381.03,1,0,Grocery,2021,6,10,3,0,324.0,320.65,363.6,344.30000000000007,25.337271623704066,2,349.53564
2021-06-11,355.34,0,0,Electronics,2021,6,11,4,0,381.03,357.8,359.41,352.92571428571426,26.20691311921596,1,354.861
2021-06-12,332.23,1,0,Clothing,2021,6,12,5,1,355.34,367.27,381.25,352.57428571428574,26.14708196411471,0,352.41937
2021-06-13,344.59,0,0,Electronics,2021,6,13,6,1,332.23,310.13,405.8,347.56857142857143,26.218775351881156,1,347.0636
2021-06-14,356.23,0,0,Clothing,2021,6,14,0,0,344.59,356.89,350.04,352.4914285714285,20.664497274772625,0,352.06503
2021-06-15,345.95,0,0,Clothing,2021,6,15,1,0,356.23,373.36,333.38,352.3971428571428,20.64257712777714,0,350.96524
2021-06-16,354.56,1,0,Clothing,2021,6,16,2,0,345.95,324.0,358.59,348.4814285714286,18.490945918270704,0,347.83673
2021-06-17,324.72,0,0,Grocery,2021,6,17,3,0,354.56,381.03,411.52,352.84714285714284,15.031538748341625,2,351.54984
2021-06-18,345.87,1,0,Electronics,2021,6,18,4,0,324.72,355.34,343.41,344.80285714285714,12.244535807570724,1,345.55505
2021-06-19,313.55,1,0,Electronics,2021,6,19,5,1,345.87,332.23,391.82,343.45,11.378838546472524,1,341.01038
2021-06-20,338.94,0,0,Clothing,2021,6,20,6,1,313.55,344.59,392.13,340.78142857142853,15.785755634507936,0,336.62128
2021-06-21,322.43,0,0,Electronics,2021,6,21,0,0,338.94,356.23,347.03,339.9742857142857,15.70279047085089,1,332.94934
2021-06-22,325.13,0,0,Grocery,2021,6,22,1,0,322.43,345.95,369.0,335.1457142857143,15.05442222642364,2,331.0445
2021-06-23,363.89,0,0,Electronics,2021,6,23,2,0,325.13,354.56,389.7,332.17142857142863,14.614325652787397,1,335.42496
2021-06-24,360.33,1,0,Clothing,2021,6,24,3,0,363.89,324.72,349.05,333.5042857142857,17.19425859324664,0,338.1595
2021-06-25,350.01,0,0,Grocery,2021,6,25,4,0,360.33,345.87,352.05,338.59142857142854,19.30093817112861,2,332.98026
2021-06-26,315.31,0,0,Grocery,2021,6,26,5,1,350.01,313.55,343.98,339.1828571428572,19.62190503347912,2,333.2007
2021-06-27,330.16,1,0,Clothing,2021,6,27,6,1,315.31,338.94,334.79,339.4342857142857,19.24639520979046,0,331.8121
2021-06-28,360.07,0,0,Electronics,2021,6,28,0,0,330.16,322.43,341.56,338.18,19.56739550033885,1,331.24692
2021-06-29,337.97,1,0,Clothing,2021,6,29,1,0,360.07,325.13,329.53,343.5571428571429,19.689302268225426,0,344.685
2021-06-30,380.84,0,0,Electronics,2021,6,30,2,0,337.97,363.89,354.14,345.39142857142855,18.230542530391315,1,345.82242
2021-07-01,341.65,0,0,Electronics,2021,7,1,3,0,380.84,360.33,337.5,347.8128571428571,21.861217345096627,1,346.3881
2021-07-02,336.94,0,1,Grocery,2021,7,2,4,0,341.65,350.01,357.01,345.14428571428573,21.20899954983231,2,345.04147
2021-07-03,326.24,0,0,Clothing,2021,7,3,5,1,336.94,315.31,320.65,343.2771428571428,21.284429139855863,0,337.88446
2021-07-04,334.42,0,0,Grocery,2021,7,4,6,1,326.24,330.16,357.8,344.8385714285714,19.188530800604276,2,342.09503
2021-07-05,328.02,0,1,Clothing,2021,7,5,0,0,334.42,360.07,367.27,345.44714285714286,18.7069146879672,0,345.5659
2021-07-06,344.56,0,0,Clothing,2021,7,6,1,0,328.02,337.97,310.13,340.86857142857144,18.45185666229097,0,334.59412
2021-07-07,348.86,0,0,Grocery,2021,7,7,2,0,344.56,380.84,356.89,341.81,18.44743432928689,2,338.19827
2021-07-08,313.33,0,0,Clothing,2021,7,8,3,0,348.86,341.65,373.36,337.24142857142857,8.387547175370132,0,332.471
2021-07-09,301.75,0,0,Clothing,2021,7,9,4,0,313.33,336.94,324.0,333.19571428571425,11.971159588977462,0,329.7583
2021-07-10,290.98,0,0,Electronics,2021,7,10,5,1,301.75,326.24,381.03,328.1685714285714,16.622074107013365,1,327.47076
2021-07-11,337.2,0,0,Clothing,2021,7,11,6,1,290.98,334.42,355.34,323.13142857142856,21.83048665557036,0,321.48267
2021-07-12,304.31,0,0,Clothing,2021,7,12,0,0,337.2,328.02,332.23,323.5285714285714,22.093776219085687,0,320.32355
2021-07-13,282.65,0,0,Grocery,2021,7,13,1,0,304.31,344.56,344.59,320.14142857142855,23.08564158993704,2,318.02966
2021-07-14,332.82,0,0,Grocery,2021,7,14,2,0,282.65,348.86,356.23,311.29714285714283,24.01205233091969,2,309.4726
2021-07-15,374.26,0,0,Clothing,2021,7,15,3,0,332.82,313.33,345.95,309.0057142857143,20.31002450116838,0,313.30057
2021-07-16,323.62,0,0,Electronics,2021,7,16,4,0,374.26,301.75,354.56,317.71,32.10413472851504,1,319.2108
2021-07-17,339.86,0,0,Electronics,2021,7,17,5,1,323.62,290.98,324.72,320.8342857142857,31.347331548922615,1,322.60754
2021-07-18,324.08,1,0,Grocery,2021,7,18,6,1,339.86,337.2,345.87,327.8171428571428,28.940480711444984,2,324.6447
2021-07-19,319.83,0,0,Clothing,2021,7,19,0,0,324.08,304.31,313.55,325.9428571428571,28.65497671393545,0,322.014
2021-07-20,339.55,0,0,Clothing,2021,7,20,1,0,319.83,282.65,338.94,328.16,27.269099117254733,0,328.93924
2021-07-21,314.73,0,0,Electronics,2021,7,21,2,0,339.55,332.82,322.43,336.2885714285714,18.518814242612574,1,328.17572
2021-07-22,325.26,0,0,Electronics,2021,7,22,3,0,314.73,374.26,325.13,333.7042857142857,20.26355583894644,1,330.28094
2021-07-23,325.72,1,0,Electronics,2021,7,23,4,0,325.26,323.62,363.89,326.70428571428573,9.54995786577556,1,323.4163
2021-07-24,305.31,0,0,Grocery,2021,7,24,5,1,325.72,339.86,360.33,327.00428571428574,9.469566792524828,2,322.99432
2021-07-25,337.9,0,0,Clothing,2021,7,25,6,1,305.31,324.08,350.01,322.06857142857143,10.589931426550075,0,322.91516
2021-07-26,313.95,0,0,Grocery,2021,7,26,0,0,337.9,319.83,315.31,324.04285714285714,12.194148479612906,2,321.20374
2021-07-27,301.74,0,1,Clothing,2021,7,27,1,0,313.95,339.55,330.16,323.2028571428572,12.723743833590976,0,322.96204
2021-07-28,326.99,0,0,Grocery,2021,7,28,2,0,301.74,314.73,360.07,317.8014285714286,12.652793405108572,2,317.2484
2021-07-29,297.7,0,0,Clothing,2021,7,29,3,0,326.99,325.26,337.97,319.55285714285714,13.000530392109836,0,318.94385
2021-07-30,315.65,0,0,Electronics,2021,7,30,4,0,297.7,325.72,380.84,315.61571428571426,15.003060640129492,1,312.25815
2021-07-31,314.33,0,1,Electronics,2021,7,31,5,1,315.65,305.31,341.65,314.1771428571428,14.340903870031878,1,315.4701
2021-08-01,335.67,0,0,Electronics,2021,8,1,6,1,314.33,337.9,336.94,315.46571428571434,13.806661263247864,1,313.46075
2021-08-02,322.89,0,0,Grocery,2021,8,2,0,0,335.67,313.95,326.24,315.1471428571428,13.215829793956592,2,312.31265
2021-08-03,312.34,0,0,Electronics,2021,8,3,1,0,322.89,301.74,334.42,316.4242857142857,13.509564336846855,1,313.22922
2021-08-04,328.65,0,0,Clothing,2021,8,4,2,0,312.34,326.99,328.02,317.9385714285714,12.110957061783331,0,317.3879
2021-08-05,339.57,1,0,Grocery,2021,8,5,3,0,328.65,297.7,344.56,318.17571428571426,12.331966397865108,2,322.77106
2021-08-06,322.39,0,0,Clothing,2021,8,6,4,0,339.57,315.65,348.86,324.15714285714284,10.804956754942603,0,322.51688
2021-08-07,310.92,1,0,Grocery,2021,8,7,5,1,322.39,314.33,313.33,325.12,10.204118449593002,2,320.57916
2021-08-08,283.97,0,0,Clothing,2021,8,8,6,1,310.92,335.67,301.75,324.6328571428571,10.865073575890497,0,320.64868
2021-08-09,288.4,0,0,Clothing,2021,8,9,0,0,283.97,322.89,290.98,317.2471428571429,17.59785471232695,0,306.56982
